first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Carla,Stan,4500131032235,1990-01-14,Satu Mare,"Aleea Mocanu, Matca, 153639",0255 634 522,Talpuitor Industrial,RO03PLSZ9193217220766679,MMK,13548866594,-13.6552375,138.852393
Julieta,Nistor,6470625250356,1964-10-03,Bihor,"Strada Georgescu, Chisineu-Cris, 357846",0256 260 045,Tehnician Economist,RO79QOCR7919360389144493,DZD,59968128258,3.8131965,-168.966616
Marcela,Stoica,8790303153308,1992-09-27,Caraș Severin,"Soseaua Despina Voinea, Sibiu, 310725",0732 458 298,Manager Al Sistemelor De Management Al Calitatii,RO24DLAF8512620718860347,SBD,37605701142,-78.590774,82.264625
Axenia,Pușcașu,8610821346710,2006-05-16,București,"Soseaua Roxelana Dinu Nr. 244 Bl. 69  Sc. 10 Ap. 875, Cudalbi, 689982",0785 751 086,Sef Tura Exploatare In Centre Sau Oficii De Calcul,RO42USAJ9387468127696243,KHR,92538107482,-7.070769,108.650872
Florina,Diaconu,2191001428195,1925-04-10,Sălaj,"Soseaua Dobre Nr. 709, Giarmata, 228953",0241 062 555,Director Stiintific Cercetare-Dezvoltare,RO31MKUE9904782174945856,LKR,31164126271,-6.8695325,-60.484846
Nicușor,Florea,7310910368625,1913-06-12,Suceava,"Intrarea Nistor Nr. 905, Barbulesti, 508004",0744 008 596,Muncitor Manipulare Si Pregatire Furaje,RO14TMVJ7138137314388845,JOD,33199922090,75.0818865,2.595379
Ivan,Niță,2460627145291,1962-07-17,Ilfov,"Intrarea Nistor, Tarnaveni, 201713",021 743 5691,"Asistent De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri",RO26HBNC3105668878240310,RSD,98328929744,-87.767624,127.168806
Ludovic,Manole,1480221034652,2007-02-19,Botoșani,"Aleea Nistor Nr. 96, Vaslui, 206321",0250 604 170,Meteorolog Aeronautic Tehnician,RO28UVEN1852327240125990,NOK,38490990473,51.5461095,103.366048
Sorin,Stancu,3700829164836,1955-08-15,Dolj,"Intrarea Alexandru Tomescu Nr. 967, Pancota, 500531",0241 867 268,Preparator In Industria Chimica,RO02OSBJ8787566776878344,SAR,93945286491,42.556734,-80.322832
Georgel,Stoica,8570408079251,1978-01-15,Neamț,"Soseaua Miruna Oprea, Darabani, 798091",0736 384 932,Cofetar-Sef,RO41FHCK6672989790401283,XDR,4156379145,87.5222525,-106.340175
Dan,Dochioiu,6780925250223,1967-03-03,Teleorman,"Strada Pop, Remetea, 494590",0765 495 038,Expeditor International,RO79FNFN3216409377831814,BIF,11153734963,52.9577805,-0.625754
Elisabeta,Dobre,1440913346924,1999-08-29,Hunedoara,"Drumul Matei Dima, Popesti-Leordeni, 415324",0731 124 137,Operator La Fabricarea Uleiurilor Vegetale,RO91UAIL1216028334912388,BHD,98231790630,8.772014,168.969261
Corneliu,Florea,4540826362191,2005-09-12,Cluj,"Aleea Maximilian Dima Nr. 688, Targu Jiu, 693719",0761 539 048,Cercetator In Metrologie,RO29DGKS5122095458240824,KWD,83345247918,-11.6844185,84.931871
Aurelian,Stancu,1300422165579,1941-08-18,Harghita,"Drumul Toma, Navodari, 775618",0248 326 525,Manager De Securitate,RO25KBWQ9152972411154041,UGX,74978175026,24.121738,53.561200
Iuliana,Mazilescu,2521023115812,1981-04-10,Bacău,"Bulevardul Eftimie, Corabia, 981671",0746 960 188,Maistru Aparate Electromedicale,RO49OSFA4473814775574969,USD,21523667780,-41.0100555,92.450102
Adelin,Stoica,8701027225601,1912-06-18,Caraș Severin,"Aleea Romanița Albu, Vladimirescu, 739453",0249 033 472,Strungar In Lemn,RO19TTTH8862356727299560,MNT,17653213027,-2.8693595,90.870257
Alma,Diaconu,3891103522469,1966-05-17,Timiș,"Intrarea Dobre Nr. 54 Bl. 48  Sc. 68 Ap. 272, Lupeni, 834628",0723 757 861,Expert Hidrogeolog,RO71HKLK4988598890647824,GMD,73968674238,-27.9858175,-62.364882
Sandu,Pop,8140423129898,1918-08-19,Gorj,"Bulevardul Pușcașu Nr. 853, Mangalia, 601884",0767 863 558,Operator La Prelucrarea Maselor Plastice,RO13YEKA4605099994415663,MNT,7726837506,4.215780,51.900007
Lucreția,Stănescu,6520217099919,1977-07-25,Timiș,"Drumul Ladislau Pop Nr. 28, Balotesti, 343453",0748 555 449,Tehnician Criminalist,RO81XINO6592331127176918,EUR,68499212086,61.7608875,85.481557
Bănel,Dumitrescu,8860803078868,1953-01-18,Galați,"Drumul Nelu Georgescu Nr. 57, Prejmer, 382736",0770 745 907,"Pregatitor, Montator, Reparator Ite, Cocleti, Lamele, Spete",RO66EQNB7711558533524332,FJD,28606406981,-2.7880515,150.572078
Valentin,Albu,4120322156253,1953-07-23,Bistrița-Năsăud,"Intrarea Stancu Nr. 31 Bl. 45  Sc. 13 Ap. 823, Remetea, 174368",0721 815 944,Dealer-Sef (Arbitragist Banca),RO68LGDY2704099475479400,SCR,72191296107,69.4349545,-152.451837
Georgia,Tomescu,3901128193049,2009-05-27,Brașov,"Bulevardul Popa, Piatra-Neamt, 212883",0740 488 681,Oficiant Medical Sef,RO35LUVX1275112743173283,EUR,73392808229,-2.329540,148.290569
Jeana,Manole,3070418033581,1940-03-26,Botoșani,"Soseaua Ababei Nr. 142, Titu, 234989",0239 038 719,"Subinginer Mecanic, Mecanica Fina",RO48DWSC8807515900157364,CUP,55167826753,29.759186,57.696891
Paulina,Nistor,7811202127331,1939-08-06,Călărași,"Drumul Ioniță, Vatra Dornei, 980466",0241 810 717,Montator Subansamble,RO82KUJX3273017111313144,AMD,99177862817,-53.2778165,-109.471922
Nicolaie,Dobre,2270530047051,1962-09-28,Botoșani,"Aleea Albu Nr. 98 Bl. 11  Sc. 12 Ap. 703, Baciu, 684086",0252 310 638,Debavurator-Retusor La Produse Din Ceramica Fina,RO80IADQ2486993600648024,TOP,55189206,-52.3369915,-167.819618
Leana,Georgescu,1401228233099,1947-07-04,Gorj,"Intrarea Semenica Pușcașu Nr. 75, Rucar, 944944",0761 673 406,Operator La Masini De Macinare Fina (Produse Chimice),RO82HBQJ4767343489407817,BOB,18390784318,-75.551711,59.622118
Sorina,Ardelean,7530903014953,1909-01-31,Bihor,"Bulevardul Antonela Cristea, Calan, 902394",0722 869 654,Presedinte Organizatie Sindicala,RO28RPHT5316717112716532,GTQ,50835485404,-30.603549,-124.420604
Romeo,Eftimie,1300615414996,1995-12-08,Vâlcea,"Drumul Ene Nr. 583, Santana, 944153",0255 039 581,Finisor Produse Abrazive,RO03BFAM2381071624212713,PLN,99385530039,-66.123593,-107.837386
Cornel,Ionescu,1640914072525,1927-11-02,Ilfov,"Bulevardul Nicodim Ionescu Nr. 63 Bl. 29  Sc. 68 Ap. 103, Curcani, 274863",0264 741 449,Sef Serviciu Evaluarea Resurselor De Munca,RO46FRVJ5965008998962830,SAR,88682762963,40.3816915,-47.035965
Anica,Dobre,2121210222833,1956-09-21,Teleorman,"Bulevardul Veniamin Stănescu Nr. 70 Bl. 41  Sc. 58 Ap. 185, Motatei, 551207",0248 176 234,Psiholog Scolar,RO14DVCU7872384114047938,LYD,38919989056,82.818578,-125.553209
Florentina,Georgescu,4210125248114,1946-06-29,Constanța,"Drumul Pop Nr. 300 Bl. 16  Sc. 73 Ap. 399, Lunca Cetatuii, 371212",0266 628 880,Inspector De Stat Sef,RO40MAKJ8428242216336429,THB,73560908054,-26.034077,142.924476
Carolina,Ardelean,7931229289109,1965-04-14,Dâmbovița,"Aleea Diaconu Nr. 464, Tunari, 758422",0726 752 370,Regulator Tevi,RO94JXOI0553691737545395,SAR,61371814074,-1.4335495,-134.009004
Radu,Popescu,3900917065265,1913-01-18,Timiș,"Bulevardul Dochioiu, Ianca, 942522",0262 575 656,Desenator Artistic (Studii Medii),RO41XYWM6188675009829138,COP,79280078573,54.9571085,136.498933
Octaviu,Nemeș,3340425119988,1980-11-09,Ilfov,"Aleea Albu, Vicovu de Sus, 261172",0265 306 712,"Tehnician/Tehnician Responsabil Afacere, Metode Implantare",RO74ZXRR3792159700891323,TMT,64186887281,-16.0615195,-89.185166
Marin,Ioniță,8121110212809,2011-05-22,Călărași,"Aleea Eftimie, Deva, 429061",0261 106 859,Arhiepiscop,RO08CNRA5451942871168029,RSD,72272375557,-78.7040035,110.517124
Romanița,Dobre,3830917022795,1992-09-18,Galați,"Strada Dobre Nr. 23 Bl. 17  Sc. 22 Ap. 997, Vicovu de Sus, 533153",0788 700 524,Constructor-Montator De Structuri Metalice,RO48QMOQ2962481781952359,KRW,41868735433,14.395249,-131.922127
Relu,Voinea,3971010114735,1915-08-11,Dâmbovița,"Intrarea Marcela Georgescu Nr. 728 Bl. 40  Sc. 10 Ap. 265, Codlea, 262804",0254 934 594,Pictor,RO56DQNO5880860853571929,MGA,36587087566,89.7320695,-114.503991
Consuela,Pop,8901222243705,2015-04-18,Caraș Severin,"Soseaua Gherghina Stancu Nr. 670, Jibou, 154065",0256 308 789,Turnator Fonta,RO65VNST1368412683950742,HTG,3226410667,-44.8058115,-65.467536
Iancu,Stoica,1500307118182,1959-12-22,Olt,"Soseaua Oprea Nr. 69 Bl. 75  Sc. 77 Ap. 878, Campia Turzii, 837551",0724 059 240,"Sef Centrala Electrica, Gaze Si Apa",RO09DMLN8167792318148630,SAR,95930603746,-16.135067,-95.960454
Antonela,Mazilescu,3820312023216,1960-11-07,Timiș,"Drumul Dinu Nr. 96 Bl. 13  Sc. 67 Ap. 196, Mangalia, 326760",0731 689 284,Vicepresedinte Institutie Publica,RO59RBON0327391819283264,XAF,7680425688,2.987780,149.142169
Alin,Popa,1810124341693,1954-09-23,Prahova,"Strada Eftimie Nr. 250 Bl. 48  Sc. 36 Ap. 110, Dumbravita, 502709",0243 639 091,Regizor Culise,RO60JXYX6885259702529079,FJD,41331254277,-59.6934375,171.114648
Theodor,Dumitrescu,5110429247996,1939-12-28,Gorj,"Strada Popa, Topoloveni, 271947",0242 300 176,Inginer/Inspector De Specialitate/Referent De Specialitate/Expert In Serviciile De Trafic Aerian,RO46VHFV6203291607136717,TRY,30149997320,75.435682,106.831413
Lăcrămioara,Dima,2420217264809,2006-01-12,Olt,"Drumul Nistor Nr. 96, Poiana Mare, 830586",0235 209 189,Antrenor Coordonator,RO93FQWS8644115644835514,ARS,72539343166,-39.8324525,97.906851
Eleonora,Mocanu,1171113249025,1979-12-18,Olt,"Soseaua Oprea, Sancraiu de Mures, 649802",0255 609 648,Inspector General Penitenciare,RO24AJGC0233833121284529,MKD,35500256380,43.4845615,33.544232
Axenia,Stoica,7221231322650,1960-06-21,Neamț,"Soseaua Oprea Nr. 77, Rasinari, 345850",0728 045 901,Sondor La Interventii De Sonde,RO85ROIP8086062734785541,TJS,55034525943,62.389956,104.279803
Carol,Suciu,3000620063630,1962-09-24,Giurgiu,"Intrarea Tabacu Nr. 14 Bl. 78  Sc. 12 Ap. 689, Macin, 392036",0258 784 489,Auditor De Mediu,RO96VXTH2767518903911064,SRD,2817259863,40.430160,58.566955
Manuela,Georgescu,1490813228821,1982-02-20,Tulcea,"Intrarea Tudor, Rasnov, 438817",0240 081 391,Inspector Pilotaj,RO57QTMI2030978306555671,UGX,60326586893,-43.906570,-73.013164
Nicodim,Dochioiu,8321117376873,1928-01-24,Arad,"Aleea Dora Ababei, Tuzla, 774828",0770 154 015,Operator Imprimeur Textile,RO51MJML0131957401798126,IRR,24008590404,15.1641925,66.496717
Jasmina,Stoica,5100219528451,2011-06-11,Timiș,"Soseaua Ioanina Ababei Nr. 400, Saveni, 734973",0243 578 900,Inginer Petrochimist,RO97UAMF9008445853876394,NGN,15471550503,-67.681699,42.085261
Rozalia,Manole,3390504388514,1993-05-24,Gorj,"Intrarea Stănescu Nr. 29 Bl. 85  Sc. 20 Ap. 902, Fundulea, 523565",0767 420 078,Desenator Tehnic,RO78OZLV6814502902710743,NPR,53283110844,-39.008424,-24.511260
Iosif,Pop,3141107467961,2014-11-29,Covasna,"Aleea Paulica Dobre Nr. 909 Bl. 64  Sc. 67 Ap. 850, Sighisoara, 305250",0744 038 503,Inginer Navigatie,RO83CAIY5543111360198669,PGK,87429611078,3.8050945,-86.340746
Mioara,Florea,8410823469670,1969-06-05,Ialomița,"Strada Popescu Nr. 23, Lunca Cetatuii, 914942",0267 991 793,Evaluator Tehnic Daune Auto,RO13JJBU0153203765806545,MWK,89143980863,-48.4074425,141.988355
Camelia,Niță,5201220065792,1970-08-15,Timiș,"Soseaua Ciprian Georgescu, Dabuleni, 503842",0737 850 686,Valtar Calandru Mase Plastice,RO79NMHP9762254325847931,MNT,24163680899,-23.538168,-87.152360
Vincențiu,Voinea,3471030334607,2020-02-07,Hunedoara,"Soseaua Carol Mocanu Nr. 55, Craiova, 759905",0731 425 729,Psiholog In Specialitatea Psihopedagogie Speciala,RO76PBCH8114711652247724,RON,84016653467,-44.476229,-167.607913
Gențiana,Albu,2700931044509,1980-05-31,Gorj,"Bulevardul Dinu Nr. 18 Bl. 95  Sc. 75 Ap. 592, Mogosoaia, 873904",0750 318 398,Operator La Instalatii Automate Pentru Prelucrarea Topiturii De Sticla,RO82SQUP2074809531316102,STD,14599175916,82.024899,-178.369493
Ancuța,Gheorghiu,1280612217109,1983-04-22,Neamț,"Soseaua Dinu Nr. 448 Bl. 46  Sc. 53 Ap. 511, Curtea de Arges, 255984",0255 286 693,Autopsier,RO46FJDW7898563700561565,SYP,51642655852,60.665324,-9.301308
Romeo,Preda,3990323273192,1942-06-25,Bacău,"Soseaua Pop Nr. 84, Alexandria, 140673",0267 288 180,Sef Tura Telecomunicatii Aeronautice Aviatie Civila,RO59BFII1076788288211327,DJF,57402904592,55.1457485,108.372323
Tania,Dima,5440119369005,1987-12-28,Iași,"Soseaua Mazilescu Nr. 117 Bl. 57  Sc. 34 Ap. 681, Comanesti, 690374",0721 953 023,Tehnician Determinari Fizico-Mecanice,RO55TXUT9764844016043250,JPY,96020931647,-14.844546,116.206705
Atena,Suciu,8930210389286,1938-06-06,Argeș,"Bulevardul Vera Ardelean Nr. 777, Baia, 526207",0780 993 738,Arhitect Restaurari,RO32RCNW7073258911283372,CHF,32732054488,-77.514871,5.010231
Andrei,Tomescu,2530101348717,1955-02-14,Galați,"Drumul Mazilescu Nr. 59 Bl. 25  Sc. 95 Ap. 190, Segarcea, 502811",0236 006 664,Sef Agentie Comerciala,RO70PJRU1380790095250586,WST,40363291054,-34.061737,-132.077300
Minodora,Ardelean,7071214071163,1991-06-02,Vrancea,"Strada Manole Nr. 74, Valea lui Mihai, 354696",0254 777 083,Institutor,RO05YJZG0984070091556714,ERN,55352110843,39.560773,-80.034149
Miron,Niță,6101123286351,1931-09-21,Dolj,"Bulevardul Pușcașu Nr. 68 Bl. 70  Sc. 74 Ap. 979, Zalau, 786741",0735 609 326,Terapeut In Terapii Complementare,RO47HLMX0933253533624639,TJS,39734363426,84.3263255,46.489600
Violeta,Georgescu,2430831134823,1910-05-05,Arad,"Aleea Ionescu, Lipova, 520687",0721 197 170,Sef Birou Somaj,RO12LZMW6097435617447957,MZN,28395779946,-37.9628805,-168.116302
Sanda,Eftimie,3781124321151,1963-12-27,Bistrița-Năsăud,"Soseaua Dima Nr. 40, Borsa, 149406",0265 785 531,Repasator,RO44LRAN0255277764625433,CLP,43427997516,85.0640955,83.852883
Ionuț,Aanei,1320619133968,1993-06-16,Covasna,"Intrarea Bucur Dochioiu Nr. 23, Vlahita, 366047",0261 248 162,Secretar General Federatie Sport,RO18ZGMQ7436874824220852,MUR,24246003412,77.2851115,-172.356910
Alexe,Ardelean,7570211524862,1949-04-28,Bistrița-Năsăud,"Intrarea Popa Nr. 29, Odobesti, 753726",0246 068 620,Consilier Medic,RO10KUUM7542487710486222,JPY,14380489039,31.1981335,121.003392
Edgar,Oprea,5780524115537,1931-09-11,Galați,"Strada Octavia Suciu Nr. 75, Ludus, 360016",0263 747 109,Inginer De Cercetare In Instalatii,RO10UHWT2818290358001026,RUB,5848845432,28.8883925,125.558735
Gabriela,Tomescu,8360704447843,1932-05-12,Caraș Severin,"Bulevardul Ene Nr. 38 Bl. 58  Sc. 38 Ap. 261, Savinesti (Poiana Teiului), 546742",0750 092 500,Operator La Cuptoare Si Instalatii Pentru Turnarea Si Laminarea Metalelor,RO24SJOA8154708773690051,FKP,87080105652,84.8235415,-163.370538
Semenica,Pop,1740305080723,1968-08-06,Prahova,"Intrarea Dima Nr. 34, Darmanesti, 756016",0740 769 174,Presedinte Cooperativa De Consum,RO17ALZR8286649264099689,SYP,38120572871,-84.4660785,-110.240661
Simi,Voinea,6821027019441,1930-08-11,Buzău,"Drumul Lelia Suciu Nr. 63 Bl. 63  Sc. 37 Ap. 294, Tulcea, 298474",0765 600 802,Secretar De Emisie (Studii Superioare),RO36PEGS0123953899971146,TJS,28230654729,29.3387145,99.380560
Denisa,Mocanu,5591131361833,2022-03-22,Călărași,"Bulevardul Doru Georgescu, Rosu, 676802",0235 942 640,Asistent De Cercetare De Aeronave,RO38BDHP6847593254745304,UGX,95346387897,-58.912777,13.401297
Haralambie,Pușcașu,3301109182027,1991-10-23,Prahova,"Soseaua Aanei Nr. 59 Bl. 86  Sc. 52 Ap. 912, Vlahita, 453913",0263 293 140,Tehnician Cotator Calitate,RO05RXAE0396208567597038,HUF,36122042274,5.7813895,-23.750783
Dominic,Pușcașu,3520511277679,1948-08-07,Hunedoara,"Bulevardul Dumitrana Voinea Nr. 18, Curcani, 561571",0260 420 203,Cercetator In Pescuit Si Acvacultura,RO31PSFX1243463941557621,ALL,85624081268,-49.564898,-128.547921
Vincențiu,Ababei,3750210271348,1998-02-25,Vâlcea,"Strada Ionescu Nr. 241, Babadag, 569932",0231 067 064,Consilier Hidrogeolog,RO95KMDL9445943014274224,UGX,35101717181,-64.1981815,-60.474642
Noemi,Aanei,5050830406865,2002-03-12,Alba,"Drumul Florea, Santana, 900376",0258 148 154,Electrician Constructor Montator Aparataj Si Cabluri De Medie Si Inalta Tensiune,RO98UQEZ7504644156149170,NOK,93921603724,62.795005,-108.141263
Mirela,Diaconu,3490127284521,1941-04-04,Teleorman,"Aleea Pușcașu Nr. 457, Dej, 601423",0258 057 264,Regizor Emisie,RO90QYVV5775197293827223,CDF,15248602475,75.025478,38.169181
Petruț,Ene,4210506335163,2008-01-11,Galați,"Soseaua Casandra Ababei, Branesti, 464188",0748 278 158,Montator Electromecanic,RO21WXEX8408244443414574,MZN,38782293052,58.811441,47.148777
Constanța,Stan,4161004151200,1979-09-03,Vrancea,"Bulevardul Norbert Diaconescu Nr. 16 Bl. 48  Sc. 81 Ap. 788, Blaj, 838638",0239 694 124,Modelator Tuburi Spectrale,RO96TWDV0667890931294948,NOK,43050141205,-34.5124215,144.566747
Cătălin,Nistor,7481110035953,1999-02-18,Maramureș,"Strada Frederic Georgescu Nr. 537 Bl. 91  Sc. 93 Ap. 975, Saveni, 532159",0711 865 109,Trasator Optic,RO44KLRZ4008763603685227,KPW,36485165427,-21.722389,-144.811112
Visarion,Tomescu,5510104171706,1935-09-29,Bacău,"Soseaua Tomescu, Valu lui Traian, 500947",0771 483 237,Viticultor,RO66RWDT5649614786161905,IRR,62976125931,-85.5492685,74.108441
Norbert,Stoica,7740825380372,1937-01-14,Vaslui,"Strada Leontin Ababei Nr. 68, Targoviste, 539573",0725 526 550,Sef Atelier Aeroport,RO95NQXP1629106130401708,BIF,38011926712,-12.238464,135.941774
Oliviu,Mazilescu,5000119267375,1944-09-22,Alba,"Drumul Nemeș Nr. 281 Bl. 83  Sc. 86 Ap. 226, Dragasani, 503160",0248 708 152,Operator Chimist La Chimizarea Metanului,RO40PBRP4607125249487131,QAR,40721527205,54.5645925,128.883300
Iurie,Ioniță,3460407397436,2007-06-21,Arad,"Drumul Toma, Cugir, 613812",0785 877 542,Secretar Sef Productie Film,RO75JUWD5407535724970825,BMD,97465204658,22.3864365,-131.629149
Lili,Tudor,6590905199843,2001-10-09,Constanța,"Soseaua Julieta Nemeș Nr. 704, Rasnov Romacril, 761338",0248 940 849,Evaluator Proiecte,RO47KIHG2671437963520934,BGN,72019701202,-42.292872,127.320510
Arian,Niță,3030104055502,1993-10-10,Dolj,"Drumul Florea Nr. 134, Videle, 284724",0247 368 794,Camerista Hotel,RO18LNBJ4596248184621209,SBD,15240502165,-59.652108,6.578268
Jana,Stănescu,1460731068333,2017-01-19,Argeș,"Bulevardul Eftimie Nr. 89 Bl. 78  Sc. 11 Ap. 542, Urziceni, 466561",0258 779 187,Sef Oficiu Interjudetean Difuzare Film,RO16GTRM4500888436930596,PKR,56896547711,42.548068,-115.124715
Gelu,Manole,2491203398126,1995-02-01,Giurgiu,"Soseaua Ardelean Nr. 57 Bl. 61  Sc. 43 Ap. 581, Poiana Mare, 248704",0261 390 821,Operator La Fabricarea Mezelurilor,RO82QHVM8220455514337448,FJD,26763825947,20.110172,118.308058
Ofelia,Popescu,3590819090331,1997-10-30,Dolj,"Drumul Albu Nr. 508, Falticeni, 921986",0763 093 636,Inspector De Specialitate Botanist,RO10LQVP5470202387713276,FKP,85111626019,35.550413,74.585969
Ștefana,Manole,3130117160451,1970-03-02,Cluj,"Strada Tabacu Nr. 574 Bl. 38  Sc. 67 Ap. 276, Macin, 944100",0252 909 523,Profilator Produse Din Cauciuc,RO67FUIC1559579953413593,MRO,74462067710,-20.642134,11.160959
Anuța,Suciu,3320226207341,1957-06-10,Timiș,"Bulevardul Ionescu Nr. 931, Horodnic de Sus, 444001",0759 137 743,Fasonator Mecanic (Cherestea),RO24WIFE6379690336245919,ARS,72827830742,45.8597005,117.626133
Fabiana,Florea,6380922520854,2009-12-13,Ilfov,"Drumul Popescu Nr. 94 Bl. 20  Sc. 42 Ap. 126, Aiud, 217877",0247 693 667,Coafor,RO07WGKT4411822695156749,PLN,41725286329,62.172963,-87.911600
Minodora,Diaconu,7600805466947,1992-07-27,Arad,"Drumul Stoica Nr. 897, Rosiori de Vede, 646544",0257 821 992,Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei,RO37UYSZ3638543430182283,KMF,28713561333,1.652882,148.452988
Silvia,Diaconescu,2650704161317,1911-10-19,Vaslui,"Drumul Eftimie Nr. 68, Arad, 693444",0772 620 080,Recuziter,RO18WMME0995115189813505,SGD,18790127576,-21.3119135,-37.899953
Adi,Nemeș,1741120316234,1954-01-27,Vrancea,"Soseaua Ene Nr. 57 Bl. 67  Sc. 19 Ap. 448, Baciu, 650885",0784 302 648,Lacatus Mecanic,RO63QENK9458803392235912,CHF,62514021017,2.6226895,173.286281
Bogdana,Albu,2900503229550,1939-12-03,Cluj,"Strada Daria Aanei Nr. 89 Bl. 27  Sc. 19 Ap. 147, Saveni, 868434",0734 128 231,Sef Birou Aprovizionare-Desfacere,RO93HISN6900029709063626,MZN,15472824649,33.230298,95.001731
Ilona,Ababei,8150815344975,1969-03-07,Neamț,"Drumul Popescu, Targoviste, 389407",0764 021 559,Pizzar,RO84ZAYX2239622813871047,TWD,61158247349,-74.537690,-62.344723
Anica,Georgescu,4290815196361,2022-09-24,Bihor,"Aleea Mazilescu, Teius, 627345",0753 688 013,Inspector General Industria Petroliera,RO27YPWV4425563581958261,MXN,19885063643,87.8317785,-4.490307
Liviu,Stancu,3110818216671,2006-05-26,Cluj,"Soseaua Diaconescu, Campina, 836609",0761 457 530,Derulatorist,RO74VBWW2221154444962871,BAM,82281358033,-79.7772375,-99.336367
Profira,Marin,8490818431635,1936-02-01,Suceava,"Aleea Diaconescu Nr. 66, Strehaia, 915103",0760 195 522,Tehnician In Industria Materialelor De Constructii,RO08QPYE6087476282913315,MKD,98403625221,60.4567235,-75.274353
Cristina,Stancu,7390312129249,2016-05-15,Mureș,"Bulevardul Nemeș Nr. 44 Bl. 70  Sc. 74 Ap. 200, Targu Lapus, 659209",0737 901 375,Maseur De Intretinere Si Relaxare,RO34ZZJO3014301527585248,GMD,38841490054,-87.943402,14.476630
Lucia,Popescu,2830511350145,1908-09-23,Dolj,"Soseaua Dobre Nr. 87, Draganesti-Olt, 334848",0747 834 346,Arhivist,RO20WMPI9794829059581061,VND,99964605477,7.336313,-164.733459
Lorelei,Cristea,8481029435896,1971-05-06,Sibiu,"Drumul Matilda Ene Nr. 539 Bl. 12  Sc. 51 Ap. 998, Rosiori de Vede, 593163",021 040 7916,Operator Decator,RO98YUME1346816369397363,GTQ,35542449423,80.6031185,142.342616
Dina,Stănescu,2600117235174,1956-02-21,Olt,"Drumul Florea, Nasaud, 940978",0249 123 788,Inginer De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere,RO67MSIH8561210625723883,SLL,82858593936,-73.3581555,-50.633011
