personal_number,birthdate,phone_number,job
2191001428195,1925-04-10,0241 062 555,Director Stiintific Cercetare-Dezvoltare
7310910368625,1913-06-12,0744 008 596,Muncitor Manipulare Si Pregatire Furaje
2460627145291,1962-07-17,021 743 5691,"Asistent De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri"
1480221034652,2007-02-19,0250 604 170,Meteorolog Aeronautic Tehnician
3700829164836,1955-08-15,0241 867 268,Preparator In Industria Chimica
8570408079251,1978-01-15,0736 384 932,Cofetar-Sef
6780925250223,1967-03-03,0765 495 038,Expeditor International
1440913346924,1999-08-29,0731 124 137,Operator La Fabricarea Uleiurilor Vegetale
4540826362191,2005-09-12,0761 539 048,Cercetator In Metrologie
1300422165579,1941-08-18,0248 326 525,Manager De Securitate
2521023115812,1981-04-10,0746 960 188,Maistru Aparate Electromedicale
8701027225601,1912-06-18,0249 033 472,Strungar In Lemn
3891103522469,1966-05-17,0723 757 861,Expert Hidrogeolog
8140423129898,1918-08-19,0767 863 558,Operator La Prelucrarea Maselor Plastice
6520217099919,1977-07-25,0748 555 449,Tehnician Criminalist
8860803078868,1953-01-18,0770 745 907,"Pregatitor, Montator, Reparator Ite, Cocleti, Lamele, Spete"
4120322156253,1953-07-23,0721 815 944,Dealer-Sef (Arbitragist Banca)
3901128193049,2009-05-27,0740 488 681,Oficiant Medical Sef
3070418033581,1940-03-26,0239 038 719,"Subinginer Mecanic, Mecanica Fina"
7811202127331,1939-08-06,0241 810 717,Montator Subansamble
2270530047051,1962-09-28,0252 310 638,Debavurator-Retusor La Produse Din Ceramica Fina
1401228233099,1947-07-04,0761 673 406,Operator La Masini De Macinare Fina (Produse Chimice)
7530903014953,1909-01-31,0722 869 654,Presedinte Organizatie Sindicala
1300615414996,1995-12-08,0255 039 581,Finisor Produse Abrazive
1640914072525,1927-11-02,0264 741 449,Sef Serviciu Evaluarea Resurselor De Munca
2121210222833,1956-09-21,0248 176 234,Psiholog Scolar
4210125248114,1946-06-29,0266 628 880,Inspector De Stat Sef
7931229289109,1965-04-14,0726 752 370,Regulator Tevi
3900917065265,1913-01-18,0262 575 656,Desenator Artistic (Studii Medii)
3340425119988,1980-11-09,0265 306 712,"Tehnician/Tehnician Responsabil Afacere, Metode Implantare"
8121110212809,2011-05-22,0261 106 859,Arhiepiscop
3830917022795,1992-09-18,0788 700 524,Constructor-Montator De Structuri Metalice
3971010114735,1915-08-11,0254 934 594,Pictor
8901222243705,2015-04-18,0256 308 789,Turnator Fonta
1500307118182,1959-12-22,0724 059 240,"Sef Centrala Electrica, Gaze Si Apa"
3820312023216,1960-11-07,0731 689 284,Vicepresedinte Institutie Publica
1810124341693,1954-09-23,0243 639 091,Regizor Culise
5110429247996,1939-12-28,0242 300 176,Inginer/Inspector De Specialitate/Referent De Specialitate/Expert In Serviciile De Trafic Aerian
2420217264809,2006-01-12,0235 209 189,Antrenor Coordonator
1171113249025,1979-12-18,0255 609 648,Inspector General Penitenciare
7221231322650,1960-06-21,0728 045 901,Sondor La Interventii De Sonde
3000620063630,1962-09-24,0258 784 489,Auditor De Mediu
1490813228821,1982-02-20,0240 081 391,Inspector Pilotaj
8321117376873,1928-01-24,0770 154 015,Operator Imprimeur Textile
5100219528451,2011-06-11,0243 578 900,Inginer Petrochimist
3390504388514,1993-05-24,0767 420 078,Desenator Tehnic
3141107467961,2014-11-29,0744 038 503,Inginer Navigatie
8410823469670,1969-06-05,0267 991 793,Evaluator Tehnic Daune Auto
5201220065792,1970-08-15,0737 850 686,Valtar Calandru Mase Plastice
3471030334607,2020-02-07,0731 425 729,Psiholog In Specialitatea Psihopedagogie Speciala
2700931044509,1980-05-31,0750 318 398,Operator La Instalatii Automate Pentru Prelucrarea Topiturii De Sticla
1280612217109,1983-04-22,0255 286 693,Autopsier
3990323273192,1942-06-25,0267 288 180,Sef Tura Telecomunicatii Aeronautice Aviatie Civila
5440119369005,1987-12-28,0721 953 023,Tehnician Determinari Fizico-Mecanice
8930210389286,1938-06-06,0780 993 738,Arhitect Restaurari
2530101348717,1955-02-14,0236 006 664,Sef Agentie Comerciala
7071214071163,1991-06-02,0254 777 083,Institutor
6101123286351,1931-09-21,0735 609 326,Terapeut In Terapii Complementare
2430831134823,1910-05-05,0721 197 170,Sef Birou Somaj
3781124321151,1963-12-27,0265 785 531,Repasator
1320619133968,1993-06-16,0261 248 162,Secretar General Federatie Sport
7570211524862,1949-04-28,0246 068 620,Consilier Medic
5780524115537,1931-09-11,0263 747 109,Inginer De Cercetare In Instalatii
8360704447843,1932-05-12,0750 092 500,Operator La Cuptoare Si Instalatii Pentru Turnarea Si Laminarea Metalelor
1740305080723,1968-08-06,0740 769 174,Presedinte Cooperativa De Consum
6821027019441,1930-08-11,0765 600 802,Secretar De Emisie (Studii Superioare)
5591131361833,2022-03-22,0235 942 640,Asistent De Cercetare De Aeronave
3301109182027,1991-10-23,0263 293 140,Tehnician Cotator Calitate
3520511277679,1948-08-07,0260 420 203,Cercetator In Pescuit Si Acvacultura
3750210271348,1998-02-25,0231 067 064,Consilier Hidrogeolog
5050830406865,2002-03-12,0258 148 154,Electrician Constructor Montator Aparataj Si Cabluri De Medie Si Inalta Tensiune
3490127284521,1941-04-04,0258 057 264,Regizor Emisie
4210506335163,2008-01-11,0748 278 158,Montator Electromecanic
4161004151200,1979-09-03,0239 694 124,Modelator Tuburi Spectrale
7481110035953,1999-02-18,0711 865 109,Trasator Optic
5510104171706,1935-09-29,0771 483 237,Viticultor
7740825380372,1937-01-14,0725 526 550,Sef Atelier Aeroport
5000119267375,1944-09-22,0248 708 152,Operator Chimist La Chimizarea Metanului
3460407397436,2007-06-21,0785 877 542,Secretar Sef Productie Film
6590905199843,2001-10-09,0248 940 849,Evaluator Proiecte
3030104055502,1993-10-10,0247 368 794,Camerista Hotel
1460731068333,2017-01-19,0258 779 187,Sef Oficiu Interjudetean Difuzare Film
2491203398126,1995-02-01,0261 390 821,Operator La Fabricarea Mezelurilor
3590819090331,1997-10-30,0763 093 636,Inspector De Specialitate Botanist
3130117160451,1970-03-02,0252 909 523,Profilator Produse Din Cauciuc
3320226207341,1957-06-10,0759 137 743,Fasonator Mecanic (Cherestea)
6380922520854,2009-12-13,0247 693 667,Coafor
7600805466947,1992-07-27,0257 821 992,Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei
2650704161317,1911-10-19,0772 620 080,Recuziter
1741120316234,1954-01-27,0784 302 648,Lacatus Mecanic
2900503229550,1939-12-03,0734 128 231,Sef Birou Aprovizionare-Desfacere
8150815344975,1969-03-07,0764 021 559,Pizzar
4290815196361,2022-09-24,0753 688 013,Inspector General Industria Petroliera
3110818216671,2006-05-26,0761 457 530,Derulatorist
8490818431635,1936-02-01,0760 195 522,Tehnician In Industria Materialelor De Constructii
7390312129249,2016-05-15,0737 901 375,Maseur De Intretinere Si Relaxare
2830511350145,1908-09-23,0747 834 346,Arhivist
8481029435896,1971-05-06,021 040 7916,Operator Decator
2600117235174,1956-02-21,0249 123 788,Inginer De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere
5970606039932,1975-06-16,0754 239 374,Consilier Scolar
8670817303708,2000-09-22,0252 891 283,Operator La Deservirea Razboaielor De Tesut
4680208146541,1967-12-07,0757 790 784,Operator Radar
3460110425601,1910-04-19,0754 962 497,Desenator-Insemnator Cherestea
1700719251093,1963-04-05,0268 594 978,Analist Pret De Revenire/Costuri
1960718020065,1965-06-08,0238 885 239,Remaieur Ciorapi
2960716368827,2004-09-28,0728 335 913,Igienist
2220410214066,1923-06-05,0759 464 501,Ceasornicar
7190806035835,1978-09-25,0724 060 463,Director De Cazare
1400208058702,2011-11-25,0756 519 896,Critic De Arta
4810813292235,1993-05-12,0262 302 260,Asistent De Cercetare In Educatie Fizica Si Sport
6020212054069,1976-08-16,0738 039 784,"Monitor De Schi, Snow-Board Si Sporturi De Alunecare Pe Zapada"
1270204433313,1948-06-27,0249 307 981,Tehnolog Alimentatie Publica
6010123237321,1950-07-15,0733 231 881,Secretar De Emisie (Studii Superioare)
5470628113143,2002-10-13,0258 529 089,Comisar General Adjunct
3461001290949,1942-01-20,0760 715 889,Fasonator Calapoade
1430913274516,1926-12-13,0788 616 304,Inginer De Cercetare In Topografie Miniera
8211202456638,2014-01-19,0757 422 373,Repasator
4000226358201,1931-03-22,0269 470 403,Lacatus La Prelucrarea Si Indreptarea Tevilor Ghintuite
2981015158555,1955-06-15,0735 830 797,"Medic Sef Sectie, Laborator"
2660409069190,2001-09-26,0743 912 124,Cercetator Economist In Economia Mediului
3370112162105,1985-11-05,0242 767 129,Vicepresedinte Organizatie Cooperatista
5451217264252,1917-05-03,0723 691 628,Asistent De Cercetare In Prelucrari Plastice Si Tratamente Termice
5090717219921,2007-07-23,0234 846 039,Numarator Bani
7000205423555,1977-10-13,0762 691 907,Plantator Elemente Electronice
3850824108622,1957-05-03,0252 497 239,Referent De Specialitate Zoolog
8200813154244,1956-09-20,0764 129 485,"Rabotor, Mortezor Roti Dintate"
2860405374418,1977-10-20,0725 877 306,Bibliotecar (Studii Superioare)
1520814449333,2002-11-05,0746 927 527,"Inspector Specialitate Inginer Textile, Pielarie"
8031107183441,1980-10-27,0231 245 227,Inspector De Specialitate Bacteriolog
8850422038751,1965-04-11,0756 420 468,Consilier Armonizare Legislativa
6470431298242,1940-02-06,0741 384 724,Profesor In Invatamantul Prescolar
1371226357939,1988-11-01,0753 702 771,Sef De Receptie Hotel
4090120102266,1975-03-09,0232 649 105,Sef Santier
3090704016901,1941-11-28,0246 466 439,Cofetar-Sef
2571006525269,1936-02-02,0251 871 751,Operator Transport Pe Conducte Singulare Gaze
2150203040137,2010-06-27,0738 657 643,Sofer Automacaragiu
7371202511312,1977-06-02,0721 803 973,Inspector Documente Secrete
5380705425275,1980-10-27,0264 507 451,Masinist La Masini Mobile Pentru Transporturi Interioare
5600406035691,1952-04-08,0236 738 927,Sef Cancelarie
8200409019625,2001-11-19,0766 539 955,Navigator Dirijare Nonradar
7330909066949,1948-10-14,0262 121 262,Vidanjor-Curatitor Canale
7110517321123,2013-07-26,0231 466 751,Inspector De Specialitate Biolog
8410523057531,2005-02-05,0741 982 731,Consilier Financiar-Bancar
5720428239283,1959-08-22,0733 250 332,Intretinator Textile-Piele
8910305259912,1917-07-06,0786 430 407,Masinist La Instalatiile De Turbine Hidraulice
1780123379938,1922-06-27,0750 797 088,Asistent De Cercetare In Fizica-Chimie
8040320220628,1919-08-29,0726 917 012,Operator Retele De Telecomunicatii
5120703105923,1969-12-09,0238 143 151,Asistent De Cercetare In Stiinta Materialelor
1310721180626,1953-11-09,0784 067 524,Subinginer In Industria Alimentara
1611019153057,2007-09-24,0721 999 569,Drenor Canalist
2031210095904,2023-10-23,0788 327 634,Masinist La Confectionarea Tuburilor De Protectie Si A Dozelor De Ramificatie
6510220449222,1958-10-25,0251 869 954,Asistent De Cercetare In Electroenergetica
4300804199291,1945-12-11,0257 182 990,Compresorist
5060209287756,1973-04-04,0769 974 408,Asistent Social Nivel Mediu
5930602263090,2018-09-10,0744 295 185,Operator La Fabricarea Sticlei
3961128323839,1954-07-02,0788 418 664,Inspector Exploatare Trafic
6440517072103,1915-02-08,0756 862 476,Vulcanizator La Autoclava
1570722086352,2014-09-25,0742 810 151,Inspector De Specialitate Medic
4781009341489,2003-09-21,0755 530 831,Ofiter Mecanic Maritim
5370619119401,1920-02-05,0724 841 489,Coordonator Conformitate
2591210162670,1938-10-30,0745 474 356,Referent De Specialitate Zoolog
1650129182023,2007-09-24,0761 016 405,"Operator Confectioner Industrial Imbracaminte Din Tesaturi, Tricotaje, Materiale Sintetice"
2350511527596,1950-04-25,0268 675 226,Corespondent Presa
7900507154452,2008-11-24,0740 836 425,Mediator Social
5920216225461,1921-08-13,0266 071 649,"Lenjer, Confectioner Lenjerie Dupa Comanda"
3661026332991,1923-06-02,0262 267 870,Animator Sportiv
4410225456287,1934-10-27,0767 712 891,Lucrator Utilaje Specializate Pentru Salubrizare
5291014293978,1986-10-04,0758 424 523,Inspector De Specialitate Chimist
8620311424789,1941-03-25,0234 055 588,Agent Maritim
7520826267855,1950-02-25,0244 143 788,Tehnician Chimist
2640527134250,2020-05-29,0766 394 947,Asistent Medical Comunitar
4670913452534,2021-02-28,0734 045 341,Concert Maestru
6840412140637,2004-11-16,0260 520 838,Proiectant Inginer Chimist
8100108015759,1940-08-12,0267 676 547,Pontator
6600314283261,2013-05-20,0241 541 377,Vaporizator La Imprimerie
3200720097898,2005-10-09,0786 039 151,Sef Birou/Statie/Tura Meteo Aeronautic/De Aerodrom
2031003083060,1937-03-25,0753 835 287,Inginer Instalatii Pentru Constructii
2470411449492,1927-06-27,0763 919 921,Asistent Social Cu Competenta In Sanatatea Mintala
8360830217083,1945-06-06,0237 156 010,Stucaturist
7480410244640,1974-05-16,0260 545 612,"Pilot De Mare Larga, Pilot De Port Maritim"
1160124179461,1961-06-18,0744 578 030,Inspector De Specialitate Inginer Zootehnist
2380409233362,1977-01-01,0731 889 933,Expert Contractare Activitati Investitionale
7350204177077,1942-10-25,0735 306 159,Macaragiu Macarale Plutitoare
5500408142494,1912-10-07,0251 681 542,"Croitor-Confectioner Imbracaminte, Dupa Comanda"
7120904203979,1964-12-05,0729 240 628,"Cercetator In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
3840513203444,2009-04-07,0720 291 637,Inspector Casier
5490429352707,1925-11-03,0260 093 415,Asistent De Cercetare In Arte Plastice 
4561208167499,1959-12-02,0786 853 044,Talpuitor Industrial
8630208392781,2011-04-12,0261 797 777,Director De Sat De Vacanta
7440431030568,1971-04-30,0243 224 037,Masinist Pentru Prefabricate Din Beton Si Beton Armat
3360931523754,1985-02-03,0767 993 498,Asistent De Cercetare In Ingineria Proceselor Siderurgice
7851225157474,1909-07-06,0755 269 328,Sef Agentie Colectare Si Expeditie Marfuri
6301115388764,1929-09-09,0737 654 771,Sef Laborator Masuratori Telecomunicatii
8581231366032,1984-07-05,0739 125 985,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc
4070225353344,1963-10-23,0246 388 060,Grafician Calculator (Studii Medii)
8900213053152,1953-04-24,0726 950 962,"Confectioner Piese, Linguri, Spite, Albii, Donite, Cozi De Unelte, Sindrila, Ciubere"
8301207282387,1934-10-01,0763 843 956,Referent De Specialitate Asezamant Cultural
8001004076420,1955-10-24,0786 127 874,Laborant Apa Si Apa Grea
8470310283293,1964-08-24,0767 310 804,Confectioner Mine Pentru Creioane
7081112391400,1937-06-10,0761 996 591,Impletitor De Nuiele
6790305288331,1986-07-24,0742 114 264,Subinginer Mecanic Mecanica Agricola
2940804357031,2013-01-04,0754 282 193,Expert Relatii Externe
3860719165666,1947-12-16,0725 920 058,"Inginer De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
3781217240218,1944-06-05,0254 370 154,Inginer De Cercetare Roboti Industriali
6650530282794,1912-06-16,0749 821 572,Director General Institutie Publica
6380902071947,1930-06-26,0757 927 923,Conducator De Motoscuter
1631008324417,1927-10-19,0728 172 348,Verificator Bani
4820722118871,1930-02-10,0248 523 761,Operator Dana
7040115115640,1931-03-23,0731 144 994,Instructor De Educatie Sanitara
1920925456359,2004-05-24,0247 341 110,Asistent Scenograf
6810703048534,1918-02-25,0237 880 205,"Tehnician/Tehnician Responsabil Afacere, Metode Logistica"
7210313363028,1979-02-25,0755 816 676,Cercetator In Electronica Aplicata
3870327109065,2017-03-14,0252 719 879,Tehnician Amenajist
3201104010511,2021-04-03,0770 622 421,Impiegat De Miscare Metrou
4801131459451,1926-12-19,0263 552 776,Director Societate Comerciala
7890105528955,2016-06-04,0236 594 210,Expert Evaluator De Proprietati Imobiliare
5191224339431,1939-07-15,0750 594 629,Culegator La Masina De Cules Si Turnat Randuri (Linotipist)
2490310157126,1964-08-16,0733 334 254,Lacuitor Lemn
1001013231958,1997-03-08,0255 519 214,Asistent De Cercetare In Statistica
1781204141533,1914-04-02,0235 166 358,Specialist In Domeniul Calitatii
4400531242934,1976-10-23,0258 977 276,Inginer-Sef Transporturi
5191123059989,1927-02-07,0762 558 862,Sudor Manual Cu Flacara De Gaze
8500519308531,1933-11-23,0726 403 431,Sef Formatie Comunicatii
8450515133844,2010-08-08,0780 761 844,Consultant In Resurse Umane
4540706428570,1925-12-09,0258 730 858,Secretar Dactilograf Laborator Expertize Criminalistice
1180828465576,1935-01-04,0239 492 665,Cercetator In Ecologie Si Protectia Mediului
7300409446683,2017-01-08,0784 701 544,Afumator Carne
5051025279774,2019-05-10,0755 148 126,Regizor Scena
2201103258966,1968-05-31,0758 947 232,Proiectant Inginer Chimist
5340711079854,1985-03-17,0768 116 353,Inginer De Cercetare In Prelucrari Plastice Si Tratamente Termice
6340423112635,1964-08-08,0267 776 089,Operator Surse Regenerabile De Energie
6671120054145,1937-03-08,0265 886 077,"Tehnician/Tehnician Responsabil Afacere, Metode Organizarea Si Masurarea Muncii"
1190308129481,1910-12-06,0770 855 535,Pedichiurist
8191110155187,1944-04-04,0244 049 857,Expert Invatamant
7791101153494,2008-05-17,0240 892 065,Calitor Scule
5550712518054,1993-05-05,0236 112 269,Confectioner Ferodouri
5470428152928,2023-07-16,0749 456 200,Preparator Pasta
2020505058898,1982-01-10,0737 155 451,Restaurator Arhiva (Studii Medii)
2620102270075,1964-02-02,0234 540 285,Consilier De Justitie
3990825458229,2001-05-25,0246 210 625,Traforator Manual Lemn
2560202330062,1995-04-02,0233 507 692,Programator Fabricatie/Lansator Fabricatie
4731113422247,1997-01-01,0748 398 322,Granulator Zgura
5590126469751,1995-09-30,0257 574 927,Cercetator In Masini Hidraulice Si Pneumatice
3220327269822,2022-02-20,0763 169 867,Cercetator In Geofizica
1861215058916,2003-01-26,0251 789 013,Sef Centru Perfectionare
1670302092206,1985-10-28,0785 995 023,Operator La Confectionarea Discurilor Fonografice
8600416148892,1941-01-22,0744 854 641,Cercetator In Arte Plastice 
4341215510090,1952-08-26,0259 137 289,Conducator De Intreprindere Mica 
1811001119468,1968-11-04,0250 436 144,Maistru Presator Metale
5750331263804,1952-10-29,0251 696 269,Manager Sportiv
6360318321884,1927-10-09,0260 185 932,Tehnician In Industria Materialelor De Constructii
5960703399179,2018-09-20,0745 556 884,Referent/Inspector In Serviciile De Trafic Aerian
2830930190420,1976-02-22,0759 662 911,Inginer Retele Electrice
8010416516422,1946-02-27,0231 413 846,Director De Club (Hotelier)
2370618221080,1915-08-24,0747 460 078,"Asistent De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri"
3640830095664,1912-12-19,0262 941 085,Sef Birou/Serviciu Financiar-Contabilitate
2010314184042,1922-03-21,0262 849 897,Autopsier
3080917453623,1911-03-22,0252 397 803,Operator Instalatii Control Antiterorist/Antideturnare
