first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Oana,Ardelean,0770 220 162,1920-04-30,"Strada Zina Gheorghiu Nr. 671, Rucar, 580788",21:c1:b8:e5:29:4d,116.252.65.18,Crescator-Ingrijitor De Animale Domestice Pentru Productia De Lapte Si Carne,RO74HMRN9753377479680241,AZN
Marilena,Dobre,0247 509 423,1933-04-22,"Drumul Nistor, Targu Ocna, 543864",78:24:d3:d6:2a:33,83.56.166.249,Inginer Mecanic Masini Instalatii Miniere,RO08OZPW5009790693924659,COP
Smaranda,Dochioiu,0265 999 499,1984-10-28,"Intrarea Dima Nr. 84, Magurele, 797787",a2:f3:b5:1a:21:f1,121.111.127.164,Slefuitor Produse Din Sticla,RO04BAJB6098728849739564,CLP
Basarab,Toma,0736 864 349,1999-08-27,"Aleea Luiza Cristea, Gherla, 249497",0b:91:b2:6d:6f:36,222.244.99.238,Asamblor Biciclete,RO60VMGY7491315381741161,BBD
Basarab,Ene,0254 680 993,1909-02-13,"Drumul Ioniță, Harlau, 338189",4c:a7:19:62:81:c8,187.245.35.120,Mestesugar Finisor Mineral,RO88EHWJ3397348270517042,MAD
Cantemir,Nistor,0266 313 614,1984-08-16,"Bulevardul Florea, Sebes, 469782",10:52:95:bf:a8:7e,70.92.154.113,"Muncitor Constructor Senal Navigabil, Lucrari Hidrotehnice Si Portuare",RO83YPFF4526013080430834,BOB
Virginia,Stan,0759 270 948,1986-03-14,"Bulevardul Leonard Gheorghiu Nr. 894 Bl. 99  Sc. 26 Ap. 811, Focsani, 485476",1a:c4:2c:15:b5:61,194.26.223.205,Automatist Pentru Supraveghere Si Intretinere Cazane,RO04SDOR5137731117617500,CRC
Ludmila,Popa,0746 276 823,1961-06-14,"Bulevardul Alex Aanei Nr. 96, Macin, 500595",87:09:77:ca:de:7e,158.247.8.100,Broder La Gherghef,RO56QIFI7432743608654093,DKK
Eustațiu,Toma,0237 029 994,1942-07-26,"Strada Albu, Anina, 761491",ce:2a:66:89:5d:45,59.202.201.97,Expert Actuar,RO52YXKZ8327222827022648,KPW
Domnica,Mocanu,0757 391 769,1920-04-24,"Strada Dochioiu Nr. 81 Bl. 26  Sc. 15 Ap. 294, Techirghiol, 501840",be:b2:bd:ae:6b:dd,7.58.53.106,Arhivar,RO53KHUA5676583197158117,DZD
Alexandru,Tomescu,0243 485 014,1934-01-22,"Soseaua Ababei Nr. 48 Bl. 97  Sc. 95 Ap. 415, Rosiori de Vede, 676741",14:fd:c7:db:07:bd,19.20.15.74,Preparator Pulberi,RO56QYHN1344373098757662,MDL
Marilena,Dochioiu,0235 156 670,1921-08-26,"Aleea Corvin Dinu, Urziceni, 612379",81:7d:58:da:18:6b,140.221.165.140,Asistent De Cercetare In Tehnologia Substantelor Anorganice,RO40EGCZ4773128080120361,UZS
Ciprian,Dobre,0724 947 352,1935-11-04,"Aleea Voinea Nr. 58, Valu lui Traian, 784953",1b:12:fc:8e:4d:24,68.188.26.210,Operator Mase Plastice,RO53FJPQ2709220105718619,QAR
Basarab,Aanei,0245 986 600,2012-05-18,"Strada Dochioiu Nr. 612 Bl. 32  Sc. 79 Ap. 916, Filiasi, 463812",f0:40:76:98:a4:0d,163.87.246.49,Optometrist (Studii Superioare),RO15UUAW6651380792088562,ISK
Antim,Florea,0728 866 303,1975-08-13,"Bulevardul Florea, Campulung, 496786",1b:5f:3c:c4:e7:64,120.22.198.122,Inspector De Specialitate Inginer Minier,RO38WGXG1761976208869232,NIS
Caterina,Gheorghiu,0751 731 957,1981-10-12,"Strada Octaviana Georgescu Nr. 204, Orsova, 592800",bb:2d:7d:86:f8:ba,108.142.27.73,Sef Agentie Cec,RO94USHU6562570186909537,NPR
Domnica,Pop,0720 273 121,2019-02-20,"Strada Melania Suciu, Savinesti (Poiana Teiului), 835963",d4:92:de:66:be:fd,3.189.126.17,Montator Accesorii Pentru Calapoade,RO02FPCM9481949881565086,KZT
Fiona,Dochioiu,0759 414 695,1995-04-23,"Strada Felicia Diaconu Nr. 977, Rosiori de Vede, 942329",ee:ed:86:cf:77:3e,72.159.85.237,Cizelator Clisee Galvanice,RO57AUIX7389606383974909,TTD
Magdalena,Tudor,0250 524 683,1929-02-15,"Drumul Mocanu Nr. 96, Podu Iloaiei, 758696",6c:f7:1f:45:4f:79,58.60.90.48,Cuptorar Produse Refractare,RO48NHXA8700163945591673,ALL
Simi,Pușcașu,0744 389 307,1945-11-25,"Drumul Leopoldina Eftimie Nr. 49 Bl. 99  Sc. 28 Ap. 654, Calan, 124001",5d:f6:9a:41:dd:e5,118.223.175.93,Insotitor Vagoane,RO48OEWG2146726334765707,BDT
Ileana,Georgescu,0753 382 132,2016-03-30,"Aleea Manole Nr. 126 Bl. 22  Sc. 17 Ap. 670, Campina, 236499",18:15:0d:be:66:1e,79.70.115.205,Tinichigiu In Constructii,RO16XJSS7163053775677914,TJS
Leopoldina,Popa,0251 705 692,1917-08-03,"Intrarea Daria Voinea Nr. 66 Bl. 24  Sc. 30 Ap. 193, Vicovu de Sus, 454595",20:b1:85:28:9e:c9,90.13.123.29,Trasator Optic,RO39DSIW7927801458137039,JOD
Nicu,Ionescu,0250 376 359,1985-07-31,"Soseaua Tudor Nr. 41, Pascani, 866389",45:b8:1c:ad:24:92,221.132.220.103,Grafician,RO20ZXIE8847977345163630,PEN
Iasmina,Dumitrescu,0262 032 260,1992-12-24,"Intrarea Remus Mocanu Nr. 776 Bl. 90  Sc. 53 Ap. 401, Deta, 286111",08:22:10:a0:f7:15,85.206.97.19,Lucrator Pentru Salubrizare,RO69CJWW2305464528952828,JMD
Giorgian,Mazilescu,0254 929 705,1954-01-18,"Soseaua Manole Nr. 185 Bl. 46  Sc. 25 Ap. 532, Zimnicea, 385432",39:c3:ca:03:b3:13,25.229.101.64,Operator La Colectatul Si Manipulatul Lemnului,RO26FXBL8838017078405106,RSD
Nicolaie,Ardelean,0764 453 452,1977-03-20,"Soseaua Tabacu, Otopeni, 491461",28:82:64:2d:a7:98,109.250.248.16,Asistent De Cercetare In Astronomie,RO58SKRY7025001566134070,NIO
Sinică,Ioniță,0711 826 760,1913-12-25,"Bulevardul Albu Nr. 70 Bl. 60  Sc. 73 Ap. 993, Tecuci, 976303",51:3a:27:09:4e:36,199.9.216.137,Instructor Retea Cinematografica,RO24ONCD5589257089365659,SVC
Petre,Stănescu,0723 621 564,1940-03-04,"Intrarea Robert Dobre, Arad, 196566",d0:e8:d9:7f:19:b1,3.53.154.183,Cartonagist,RO14WFNQ6663601862644928,BIF
Dorinel,Mocanu,0246 306 020,1994-11-29,"Strada Lascăr Tomescu Nr. 65, Plosca, 574174",4f:ed:5e:58:ef:bb,109.112.159.216,Consilier Economic,RO64FZXT9989280137247310,HKD
Cantemir,Georgescu,0737 541 606,1985-02-12,"Bulevardul Niță Nr. 54, Arbore, 726297",8d:fd:f1:8a:75:cd,115.68.98.156,Inginer De Cercetare In Exploatari Miniere,RO51DHBK0671604447092367,UZS
Sorina,Florea,0746 796 721,1966-07-19,"Soseaua Zaharia Stan, Moisei, 132296",62:c2:a7:3c:64:ee,131.226.211.174,Director Unitate Bancara Operationala/Director Adjunct Unitate Bancara Operationala,RO20HLXC1620479704538542,MXN
Henrieta,Aanei,0771 891 341,1974-06-27,"Aleea Pușcașu, Odobesti, 504345",58:09:ae:ae:99:16,72.74.200.179,Administrator Bunuri Agricole,RO04IOUF9086180831881174,SEK
Elisaveta,Stoica,0720 280 278,2021-04-17,"Aleea Pop, Marghita, 616089",42:b6:2c:69:06:c1,91.217.244.93,Expert Evaluator De Intreprinderi,RO04FYCP4316301132166894,PYG
Alma,Ene,0727 336 942,1909-07-07,"Strada Florea Nr. 595 Bl. 33  Sc. 78 Ap. 370, Sandominic, 429141",64:55:35:7f:0e:76,122.189.218.16,Maistru Mecanic Masini Si Utilaje Pentru Constructii,RO58PTQH0192357198696825,BGN
Emanuel,Florea,0727 339 823,1993-02-09,"Soseaua Toma Nr. 591, Oltenita, 875044",7b:86:b0:7b:85:17,44.12.156.211,"Farmacist Sef Sectie, Laborator",RO03HONG3722041041680267,CZK
Anișoara,Mazilescu,0740 350 725,1951-02-13,"Soseaua Ioniță Nr. 501, Borcea, 613391",66:e2:7c:f9:c1:b5,93.64.126.215,Conducator Activitate De Transport Rutier,RO34QKEX6438059315650076,MDL
Sandu,Pușcașu,0721 455 303,1999-02-28,"Strada Marin, Sinaia, 134964",54:c7:15:60:d5:b5,107.235.97.223,Heliografist,RO91AUWJ9399218885627453,XOF
Nicolaie,Pop,0746 845 227,2011-04-19,"Soseaua Eusebiu Diaconu Nr. 76 Bl. 31  Sc. 62 Ap. 649, Barlad, 554687",b4:93:2c:da:5a:35,207.91.10.185,Gipsar,RO13IFYS8800002599640082,BTN
Claudia,Popescu,0754 415 526,1969-11-14,"Intrarea Oprea, Seini, 866446",62:29:6b:12:5d:dc,26.146.178.16,Barman-Sef,RO48HAMY7958711543166314,PEN
Iosif,Eftimie,0741 916 484,1930-08-30,"Intrarea Leonard Popescu Nr. 206 Bl. 55  Sc. 51 Ap. 177, Moinesti, 697932",0f:69:55:3b:b1:f5,54.51.72.169,Subinginer Mecanic Utilaje Pentru Materiale De Constructie,RO03RJEU6392306054638140,TMT
Dominic,Stan,0231 243 628,2021-09-03,"Soseaua Dumitrescu Nr. 627, Moreni, 297399",57:c3:b5:43:09:3b,171.17.105.181,Tehnician Asigurarea Calitatii,RO27IBTH7617153590951879,USD
Bănel,Aanei,0780 438 962,1953-10-28,"Aleea Mazilescu, Valenii de Munte, 415693",de:d5:1c:0e:1c:b2,40.91.240.141,Tamplar Mecanic La Croit Si Dimensionat,RO64FJMR3161578419598843,JMD
Iridenta,Dima,0249 949 059,1919-05-18,"Strada Voinea Nr. 802, Iernut, 457209",4c:6a:3e:10:74:31,3.109.38.61,Operator Siloz (Silozar),RO07FNLD3967521510291898,SOS
Rada,Tomescu,0748 044 035,1977-02-10,"Strada Dobre, Targoviste, 555397",04:b2:7c:a3:66:2a,53.200.251.197,"Sef District Cai Ferate, Poduri, Drumuri",RO70HZOZ9621327535402532,INR
Anca,Nistor,0758 449 805,2021-05-04,"Soseaua Marin Nr. 34, Vicovu de Jos, 373355",d9:cf:60:a0:a9:58,163.209.56.246,Muncitor Necalificat In Agricultura,RO63VTFS7395926412003148,NAD
Olivia,Pop,0252 094 647,1942-04-17,"Intrarea Diaconescu Nr. 41 Bl. 45  Sc. 55 Ap. 219, Calan, 575460",3a:0d:37:8f:58:01,111.3.187.195,Tamplar Mecanic La Strunjit,RO54BILL9058792578483843,DOP
Virginia,Ardelean,0788 868 611,1979-03-17,"Drumul Ludovic Dumitrescu Nr. 540 Bl. 39  Sc. 36 Ap. 539, Toflea, 209278",c6:e5:b1:59:7c:7c,147.138.173.233,Capitan Sef Port,RO87ZFRY1913759820222072,MOP
Iridenta,Niță,0746 700 150,1967-11-17,"Aleea Leordean Niță, Borcea, 190250",8d:f5:7e:90:0a:95,119.245.212.229,Factor Postal,RO94CRNX7233032971623306,LAK
Sânziana,Aanei,0739 089 219,1925-05-17,"Aleea Arsenie Niță Nr. 824, Dorohoi, 994206",57:de:3c:2f:0e:9e,222.114.85.103,Operator Canelator,RO26KAUR9659136086022113,HRK
Ramona,Niță,0233 330 023,1932-08-25,"Soseaua Gheorghiu Nr. 40, Hunedoara, 894884",ad:c5:2b:55:6a:b7,145.157.57.85,Operator Punct Termic,RO20RAUA6812543514882785,PAB
Sever,Dumitrescu,0242 865 733,2011-12-07,"Strada Pătru Cristea, Macin, 483817",27:89:10:58:6a:aa,202.150.169.102,Operator Control Nedistructiv Cu Particule Magnetice,RO78ZTXW5252727963071837,JEP
Dariana,Tomescu,0760 866 094,1965-11-12,"Strada Dochioiu, Tecuci, 700206",ec:59:32:9a:f6:77,70.225.35.122,Sef Cart,RO60DORG2375260555151062,BSD
Ariana,Popescu,0255 113 424,1934-04-13,"Drumul Popescu Nr. 87 Bl. 30  Sc. 97 Ap. 373, Rasinari, 137447",36:d7:67:cb:92:70,59.76.138.220,Consilier Bacteriolog,RO29EXMD3084895928953481,BBD
Frederic,Nistor,0740 034 970,2003-12-17,"Drumul Preda Nr. 106 Bl. 37  Sc. 76 Ap. 404, Radauti, 769072",7d:e1:52:d7:22:a3,37.61.195.152,Cercetator In Educatie Fizica Si Sport,RO13QCWA1189483575436267,JMD
Codruța,Barbu,0235 358 411,2011-12-05,"Strada Nemeș, Gaesti, 834741",60:2c:c0:4a:0c:c1,149.229.219.218,Tehnician Instalatii De Bord (Avion),RO23IWQT9492034185591327,BSD
Oana,Ioniță,0729 426 832,1983-10-08,"Intrarea Nistor Nr. 32, Darabani, 323087",f3:6e:85:04:c8:af,72.4.169.140,Agent De Securitate Aeroportuara,RO37DAUD3875708984662866,GNF
Aurica,Dobre,0255 001 317,1964-12-19,"Aleea Dinu Nr. 88 Bl. 48  Sc. 54 Ap. 404, Targu Mures, 984783",cb:70:84:3a:96:73,222.75.94.196,Operator La Masina De Tampografiat,RO54OYGM1862093078738373,TWD
Loredana,Dobre,0766 818 380,2006-09-05,"Soseaua Stoica, Ovidiu, 647104",f3:e5:8f:f1:5a:16,67.95.17.66,Garderobier,RO76WFKE8657601722988992,PHP
Adelaida,Stănescu,0750 760 150,2007-05-07,"Strada Niță Nr. 364 Bl. 24  Sc. 91 Ap. 566, Fieni, 373691",53:c2:3c:a4:89:6c,169.160.65.178,"Tehnician Transporturi, Posta Si Telecomunicatii",RO07BIHY2309077714969397,TWD
Gherghina,Toma,0758 052 342,2021-01-29,"Aleea Sorina Florea Nr. 34 Bl. 99  Sc. 60 Ap. 679, Drobeta-Turnu Severin, 700786",15:8a:85:91:6b:17,11.112.143.58,Oficiant Telefoane,RO02UUGR8336979874944855,XOF
Filip,Dobre,0248 994 110,2009-10-10,"Aleea Gheorghiu Nr. 57, Remetea, 199950",dc:f1:4a:b6:e6:52,97.190.55.141,Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei,RO18WEOM5360033132370572,LYD
Angel,Voinea,0246 370 195,2013-10-02,"Drumul Crin Mazilescu Nr. 318 Bl. 11  Sc. 52 Ap. 497, Ramnicu Sarat, 679986",1c:57:ce:7d:d3:c7,91.170.162.217,Corector Transmisie,RO08IRAH2922419518069065,SHP
Cristina,Eftimie,0239 030 665,1969-05-11,"Drumul Dobre Nr. 11, Barbulesti, 333091",df:a1:e3:4d:71:37,166.44.237.199,Operator Mercerizator Textile,RO07KKTC6650188776591915,ARS
Janina,Ardelean,0771 820 621,2021-08-25,"Strada Profira Stoica, Orsova, 435451",34:01:cd:61:47:10,128.232.113.201,Inspector Exploatare Postala,RO33MWXZ7294392426444884,VND
Natalia,Dima,0268 281 933,1916-01-01,"Aleea Antonie Ionescu Nr. 765 Bl. 40  Sc. 62 Ap. 832, Valenii de Munte, 841954",80:50:ab:33:2e:58,23.80.211.175,Operator Albitor Textile,RO08GTCW9262577320330798,RSD
Crin,Suciu,0255 340 807,2013-06-13,"Aleea Ionescu Nr. 352 Bl. 76  Sc. 62 Ap. 705, Odobesti, 550851",1f:23:0b:d3:c2:fd,93.240.249.16,Operator Lucrari Speciale Sonde,RO75MHWH6731663121963546,AMD
Ieremia,Voinea,0753 438 931,1958-07-29,"Drumul Eftimie Nr. 10, Videle, 998795",b9:a6:42:77:83:2a,76.58.151.101,Operator Ghiseu Banca,RO97EDTN3860351793350517,CUP
Nidia,Ionescu,0735 988 037,1984-12-20,"Aleea Pop, Peretu, 912297",6a:31:8b:f0:47:1b,97.29.154.249,"Operator Camera Diafilm, Diapozitive",RO48CPLL2329245017690650,TMT
Andrada,Manole,0754 312 917,1981-03-27,"Bulevardul Stan Nr. 78 Bl. 11  Sc. 68 Ap. 773, Harsova, 755142",53:77:5b:31:31:84,6.21.242.53,Forjor Manual,RO05CHFQ7531812163635310,RON
Iustinian,Stănescu,0755 067 994,1921-03-07,"Intrarea George Georgescu Nr. 80 Bl. 41  Sc. 54 Ap. 480, Homocea, 528886",45:3c:e4:b8:62:e8,107.45.204.176,Paznic Bariera,RO89AFHJ7945972699647182,VUV
Lucian,Ioniță,0730 869 786,1945-01-30,"Drumul Alex Niță Nr. 718 Bl. 16  Sc. 29 Ap. 245, Sighetu Marmatiei, 361831",ea:60:64:91:c7:c8,159.217.141.143,Forjor Manual,RO83HEGY3116408093254714,STD
Codruț,Marin,0735 602 919,2021-04-05,"Drumul Domnica Cristea, Rosu, 129465",b5:8e:eb:f5:ef:5e,55.74.179.36,Director Casa Corpului Didactic,RO07BSLU8908310745476784,IMP
Vlădelina,Cristea,0253 784 770,1911-09-01,"Strada Jan Barbu Nr. 21 Bl. 45  Sc. 82 Ap. 861, Baraolt, 329596",24:4d:f0:62:d9:72,68.10.213.68,Functionar Ghiseu Servicii Publice,RO83MJEC3731961519966250,BWP
Stela,Tudor,0262 784 652,2014-03-25,"Drumul Nemeș Nr. 700, Lunca Cetatuii, 173438",6d:11:91:b8:c0:00,160.210.86.103,Inginer De Cercetare In Electrotehnica,RO80YZBI9795720165981632,CUC
Tamara,Niță,0745 377 948,1990-03-30,"Bulevardul Marin Nr. 406 Bl. 22  Sc. 61 Ap. 415, Poienile de sub Munte, 946299",f4:6e:39:ae:3a:1c,196.11.46.122,Sef Tura Pregatirea Personalului La Vagon-Restaurant Si De Dormit,RO84QYMG2051769503312599,KHR
Isabela,Albu,0249 528 463,1928-07-18,"Aleea Toma Nr. 755, Boldesti-Scaeni, 110369",59:07:dc:6c:27:7d,207.208.77.166,Preparator Mase Ceramice,RO49RFSC5866462801101891,SYP
Mircea,Barbu,0264 431 931,2000-06-07,"Intrarea Eftimie Nr. 17, Targu Secuiesc, 308155",30:70:87:e9:0c:ef,72.115.31.202,Inspector General Vanatoare,RO52YUKO4351176243070610,TRY
Bogdana,Georgescu,0734 944 620,1983-12-12,"Drumul Albu, Mogosoaia, 615785",7f:9b:e7:e9:fe:c6,143.187.118.15,Asistent De Cercetare In Echipamente De Proces,RO47PSLH4641702164845392,KZT
Adelina,Manole,0771 027 403,1950-01-21,"Strada Stoica, Bragadiru, 485543",bd:33:86:30:3c:85,108.185.15.50,Instrumentist,RO33TNIS9387765412255491,TZS
Valentin,Stoica,0760 068 610,2005-05-20,"Intrarea Dumitrescu Nr. 267, Baicoi, 293508",4b:8b:71:32:e6:20,37.13.194.2,Strungar La Masini Orizontale,RO12OQMA0389226652054510,JPY
Eugenia,Ioniță,0723 170 663,1933-01-04,"Strada Răzvan Diaconu, Breaza de Sus, 528276",a5:95:0e:11:1f:8a,99.79.125.245,Pescar In Ape Interioare Si De Coasta,RO73NDME3806398322649740,MUR
Patricia,Dochioiu,0780 205 497,1966-12-31,"Aleea Nemeș, Otopeni, 386997",99:bc:b4:79:5a:a4,128.133.94.2,Inspector De Specialitate Bacteriolog,RO15RVQV0694332573979447,GBP
Adriana,Georgescu,0236 936 989,1978-10-21,"Aleea Florea, Moldova Veche, 326099",19:03:5e:ed:1e:4c,96.54.231.33,Animator De Hotel,RO95TMCY5012280251819438,CZK
Georgian,Ioniță,0257 775 443,1949-11-08,"Drumul Dinu Nr. 331, Sighetu Marmatiei, 842696",f4:50:db:4b:ba:5d,63.196.231.235,Telebanker,RO82WQAS4538417432770863,MKD
Iosefina,Albu,0245 721 368,1916-02-17,"Aleea Stoica, Magurele, 195215",87:f6:ee:b2:db:fe,141.12.204.161,Gazda Club,RO42BUSC1143613679618193,SHP
Dumitrana,Tomescu,0267 579 107,1998-08-21,"Bulevardul Eva Pușcașu Nr. 739, Sangeorgiu de Mures, 291973",af:09:de:a8:03:11,123.30.21.86,Specialist Mentenanta Mecanica Echipamente Industriale,RO35WHXE1648987657948917,HTG
Speranța,Barbu,0264 815 201,2016-09-13,"Bulevardul Popa Nr. 368 Bl. 27  Sc. 94 Ap. 353, Giurgiu, 457606",2a:1d:63:af:f1:1a,158.220.242.182,Tipograf Turnator La Masinile De Turnat Text,RO76SBZW7565243339754034,CUC
Luminița,Ene,0236 521 814,1928-09-23,"Drumul Iolanda Florea, Sandominic, 433486",52:3d:dd:b2:05:87,97.234.48.246,Supraveghetor In Poligonul De Tir,RO60JIPQ1817946056160324,ANG
Florica,Preda,0244 844 808,2010-12-27,"Drumul Georgescu Nr. 79 Bl. 30  Sc. 49 Ap. 246, Ploiesti, 675907",ee:c2:e5:6e:2c:7f,111.155.82.231,Sef Ferma Agricola (Agrozootehnica),RO09HGER2813436661584204,IDR
Ovidiu,Pop,0239 185 729,1914-01-03,"Intrarea Dumitrescu Nr. 47, Ineu, 553549",47:c8:8c:f5:2a:2f,112.15.42.124,Asistent De Cercetare In Fizica-Chimie,RO45LDOK5342143587703178,DZD
Gheorghiță,Niță,0736 693 665,1997-12-05,"Soseaua Niță, Modelu, 832176",bb:2a:46:0b:20:16,205.233.41.157,Conducator Intreprindere Mica ,RO89XBSB6182072646935183,RSD
Agripina,Nemeș,0732 690 244,1921-03-02,"Soseaua Iasmina Ababei Nr. 219 Bl. 80  Sc. 73 Ap. 772, Vlahita, 923424",cd:da:cd:be:63:19,135.230.237.114,Parchetar,RO91IYOP2820593228265847,CNY
Lidia,Eftimie,0756 641 648,1964-08-11,"Bulevardul Fiona Cristea, Baia Mare, 753058",28:ae:ac:dc:65:1e,179.62.29.178,Electrician Echipamente Electrice Si Energetice,RO27HAWY7978117676882523,GIP
Felix,Tabacu,0739 215 495,1916-04-02,"Drumul Marin, Curcani, 343012",2b:8e:3a:50:e6:cb,185.75.42.147,Asistent De Cercetare In Botanica,RO65XYOX3986105366693079,ANG
Ducu,Dochioiu,0238 989 727,1977-08-09,"Intrarea Gică Albu Nr. 55 Bl. 80  Sc. 28 Ap. 414, Targu Ocna, 517531",55:4d:09:4e:0d:59,26.217.89.102,Instructor Educatie Fizica,RO39HKEY5823247249289065,CZK
Lascăr,Diaconescu,0766 508 244,1955-01-06,"Drumul Stănescu, Satu Mare, 405205",0c:e8:e7:ba:b1:0a,171.48.170.224,Inginer Tehnolog In Fabricarea Armamentului Si Munitiei,RO39PVWA2975004456988928,JMD
Jeana,Preda,0261 478 619,1916-10-08,"Aleea Violeta Tudor, Harlau, 793432",d8:e3:94:0b:c6:10,20.54.146.253,Tehnician Radioelectronist,RO52SKCX4532283071953866,BBD
Barbu,Georgescu,0767 211 909,1951-03-23,"Bulevardul Ioniță Nr. 94 Bl. 50  Sc. 14 Ap. 542, Baicoi, 843663",77:ed:e5:61:a9:5c,207.32.185.70,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare),RO38SWYU4820838492388174,RON
Arsenie,Ene,0759 973 498,1950-02-21,"Soseaua Florea Nr. 273 Bl. 65  Sc. 44 Ap. 797, Corabia, 615721",e1:d3:2d:a9:7a:41,153.47.75.108,Critic De Arta,RO23MGBX6279071193950538,SZL
Claudia,Ababei,0772 926 162,1922-06-03,"Bulevardul Tudor, Adjud, 982314",32:6b:cd:05:86:1f,221.20.167.124,Operator Retele De Telecomunicatii,RO65PIXQ8574266317839993,TZS
Flora,Pușcașu,0785 503 009,1976-12-01,"Aleea Diaconescu, Barbulesti, 289782",f8:d4:50:ee:f8:d2,38.13.60.171,Sef Laborator Masuratori Telecomunicatii,RO82WVQQ9173134749343929,BIF
Arina,Oprea,0766 969 642,1959-09-05,"Soseaua Diaconescu, Targoviste, 195304",53:1b:45:b5:3c:0b,156.156.114.21,Dispecer Retea Distributie,RO84TURT6783867970290660,KES
Aneta,Oprea,0760 065 268,1973-11-07,"Drumul Ionescu Nr. 581 Bl. 55  Sc. 35 Ap. 418, Dobroesti, 433025",9b:7d:79:58:5c:59,6.217.4.132,Clasificator Carcase,RO02RQAF5418707446648477,MOP
Arsenie,Preda,0254 196 180,1950-05-20,"Aleea Lavinia Georgescu Nr. 93 Bl. 14  Sc. 33 Ap. 146, Iasi, 181113",ee:39:5b:31:20:8c,38.84.177.164,Reparator Umbrele,RO67MCEN1625036689608677,MVR
Ionel,Georgescu,0255 806 831,2000-05-15,"Soseaua Pop, Fagetel (Remetea), 389235",ec:be:6f:85:17:73,185.140.204.206,Asistent De Cercetare In Biochimie Tehnologica,RO06RGVT4236477312817428,BZD
Ana,Dinu,0242 590 848,1958-01-14,"Drumul Tomescu Nr. 85 Bl. 32  Sc. 89 Ap. 166, Dragasani, 228884",f2:81:dd:97:87:a8,22.187.14.138,Director Centru De Calcul,RO57ZFRV3981633178039069,TZS
Aurică,Gheorghiu,0256 392 469,2012-11-13,"Strada Aanei, Brad, 107771",04:80:70:36:00:69,78.222.92.231,Telefonist-Sef,RO38RTKZ1648616168070617,HTG
Vicențiu,Pușcașu,0738 456 927,2001-03-05,"Strada Mocanu Nr. 680, Dancu, 151456",27:84:61:08:a2:d8,163.251.199.247,Legumicultor,RO07WHYC2831069915692616,CLP
Paul,Nistor,0721 292 452,1939-03-02,"Bulevardul Rafila Marin, Moinesti, 733647",61:12:6b:f0:6f:2a,198.40.139.245,Sef Centru Perfectionare,RO19KMLH8048791279814120,LBP
Dragoș,Ionescu,0241 092 965,1987-06-15,"Intrarea Popa, Seini, 166614",3e:e9:52:2b:10:8d,197.255.246.176,Maistru Prelucrari Mecanice,RO97OFHW0297078703782120,DZD
Dragoș,Dinu,0726 305 753,1929-01-10,"Soseaua Aanei Nr. 808, Roman, 165563",17:44:39:cc:07:3b,98.94.155.137,Inspector De Securitate,RO57QQOV0116062619733536,IRR
Matei,Voinea,0734 480 487,1979-12-22,"Strada Ligia Nistor Nr. 214 Bl. 65  Sc. 98 Ap. 589, Insuratei, 556947",f3:80:54:63:ab:cc,156.226.61.236,Inginer In Industria Alimentara,RO36TXMV6407849842182186,MAD
Petrișor,Barbu,0256 484 110,1977-02-22,"Soseaua Alina Niță Nr. 785 Bl. 93  Sc. 65 Ap. 755, Copsa Mica, 683394",ac:ce:21:6a:59:24,121.88.125.25,Pieptanator De Par La Masina,RO16GTLA6401998707932079,CRC
Dorinel,Ioniță,0239 791 385,1928-03-06,"Aleea Stancu Nr. 898, Vicovu de Sus, 714901",dc:7f:79:93:43:dd,57.61.208.164,Sef Departament Logistica,RO14NVHK0957003306768334,DKK
Doru,Popa,0256 933 485,1959-02-27,"Aleea Ababei Nr. 211 Bl. 38  Sc. 76 Ap. 241, Tuzla, 457528",ea:62:12:b6:bd:df,125.97.20.113,Caraus,RO31AFEL3009786673216987,HTG
Erica,Ioniță,0242 069 594,1998-11-30,"Intrarea Florea Nr. 874, Mioveni, 824198",7d:1c:70:51:20:b6,178.78.181.16,Asfaltator,RO86BUAA8194447020284194,GEL
Eva,Suciu,0758 189 575,1920-06-13,"Bulevardul Barbu Nr. 50, Simeria, 369235",19:54:f3:9a:67:47,16.134.11.126,"Probator Hidraulic Cazane, Tevi, Recipiente",RO19PREF1443126802561028,AZN
Ivan,Popa,0732 338 478,2015-05-12,"Soseaua Stan Nr. 77 Bl. 10  Sc. 44 Ap. 224, Simleu Silvaniei, 427167",ec:b2:79:b5:5c:d9,72.191.228.16,Bucatar-Sef,RO07YXDI8715190029512981,SHP
Nicoleta,Dobre,0255 584 537,1931-06-11,"Bulevardul Matei Popescu Nr. 222 Bl. 88  Sc. 47 Ap. 615, Turda, 136813",05:24:e3:14:bb:01,14.3.183.226,Referent Comert Exterior,RO26MDQJ3907717881356959,KHR
Miruna,Dinu,0788 188 839,1993-07-08,"Intrarea Ioniță Nr. 35 Bl. 31  Sc. 71 Ap. 642, Busteni, 103175",7a:ea:d0:31:3e:79,57.101.179.56,Cercetator In Electrofizica,RO88JRTQ8742304731848919,XOF
Lavinia,Popescu,0711 264 766,2001-03-26,"Soseaua Voinea, Rasnov Romacril, 350163",7b:15:78:9c:95:f6,78.2.97.196,Laborant Determinari Fizico-Mecanice,RO35FAVA0593302957918503,SLL
